Actual,Predictions
7,"[4.9457077e-07 1.1214473e-03 4.3638414e-04 3.3308159e-05 6.1354291e-07
 1.4188991e-08 1.1633540e-08 9.9739170e-01 5.7203209e-07 1.0153932e-03]"
5,"[1.3924989e-10 1.4215060e-09 5.2683653e-09 9.3438365e-02 6.3062520e-12
 9.0655476e-01 8.4951724e-12 5.1408002e-09 8.4276444e-09 6.8216773e-06]"
7,"[1.26876065e-08 1.73862588e-07 1.66223992e-06 6.68718087e-07
 3.45099608e-07 4.89075225e-09 4.71089140e-11 9.99881625e-01
 4.52812676e-09 1.15444018e-04]"
9,"[5.5883173e-11 3.2233246e-12 1.6197705e-11 3.9428745e-11 2.0017146e-07
 1.1217014e-12 1.6209285e-12 1.3953830e-09 2.4668315e-08 9.9999976e-01]"
7,"[5.49242998e-07 2.23767688e-06 2.67664109e-05 6.23744381e-06
 1.17434960e-04 1.27159055e-05 2.90166273e-08 9.95348752e-01
 3.50013522e-07 4.48497897e-03]"
1,"[1.5753020e-07 9.9998844e-01 3.4231199e-08 1.1646484e-09 7.5201738e-06
 1.9122238e-07 3.0317822e-06 1.7358921e-07 2.2535910e-07 2.1052988e-07]"
9,"[1.0718797e-08 1.0435939e-09 1.8918214e-09 1.2604977e-07 5.5830383e-06
 1.2148097e-08 3.6108059e-09 7.0153783e-06 2.5438121e-05 9.9996185e-01]"
2,"[2.1844823e-13 3.2827898e-12 1.0000000e+00 9.4136469e-12 1.7425572e-14
 1.2115606e-16 9.3883050e-13 5.0970081e-09 2.3932373e-10 2.4066203e-15]"
1,"[1.5219491e-08 9.9999011e-01 4.9771991e-08 3.8451993e-09 3.5209146e-06
 2.8215106e-07 5.3940699e-08 1.0792802e-06 8.4490949e-08 4.8614902e-06]"
4,"[1.5870035e-07 3.9726348e-08 1.7839490e-08 1.5233639e-10 9.9958330e-01
 8.6514007e-08 1.5636967e-08 2.3910291e-08 1.3929949e-04 2.7717865e-04]"
2,"[3.8552953e-06 2.3425189e-05 9.9990332e-01 3.3453759e-06 1.9602213e-09
 9.7775388e-10 2.1030336e-10 6.5680273e-05 6.6478192e-09 2.9970300e-07]"
9,"[4.5793112e-11 2.4237000e-11 7.7805279e-10 7.8058617e-09 1.2178295e-06
 4.2787152e-11 2.3736159e-13 3.6833566e-08 1.3364951e-06 9.9999738e-01]"
2,"[8.5850598e-09 9.8660041e-07 9.9997306e-01 6.8004770e-06 1.4283176e-10
 2.7448474e-11 1.8434486e-09 1.9145558e-05 1.9474831e-08 1.0188921e-09]"
0,"[1.0000000e+00 1.9683463e-13 1.2821974e-11 2.4431816e-11 4.5435717e-12
 7.0455392e-11 6.6693639e-10 1.2553797e-11 2.9323508e-10 9.0625440e-10]"
4,"[3.7893239e-15 5.0222759e-09 2.8549199e-11 1.7300875e-15 1.0000000e+00
 1.4681483e-09 3.4561459e-08 2.8895719e-10 2.9341971e-10 6.6996890e-12]"
9,"[1.8131181e-10 5.3707039e-10 4.7530935e-09 2.8001375e-09 1.1085262e-06
 4.2834316e-11 4.9406719e-13 3.5464467e-07 1.0709075e-08 9.9999857e-01]"
1,"[4.3437800e-09 9.9998999e-01 5.9404943e-09 6.9338874e-10 5.9428553e-06
 8.0288054e-08 6.8495414e-09 1.4563376e-07 3.4820754e-08 3.8136877e-06]"
4,"[2.20108735e-13 1.12126905e-10 3.62539079e-12 1.78379887e-15
 9.99998569e-01 5.30759074e-12 1.18529109e-09 6.17744189e-11
 1.38926760e-06 1.72712872e-10]"
8,"[4.3655987e-14 6.8688529e-17 3.8357728e-13 1.0492032e-11 6.4714347e-14
 5.0136093e-11 5.1249123e-11 1.8921141e-16 1.0000000e+00 3.0567265e-10]"
1,"[7.4612302e-08 9.9999881e-01 3.9350088e-09 3.2135811e-11 1.5289156e-07
 4.4267328e-08 8.1786197e-07 4.0089652e-08 1.1979401e-08 7.8447123e-08]"
8,"[8.7959023e-10 1.4725931e-12 7.5654455e-08 1.7557439e-07 1.1273501e-09
 6.3417076e-08 2.4069937e-09 3.0515094e-11 9.9999940e-01 2.1708368e-07]"
4,"[2.3913321e-10 1.1571617e-06 7.4353338e-08 5.3355326e-10 9.9997997e-01
 5.1509339e-08 4.9463000e-07 9.0787044e-06 3.8824246e-07 8.8081224e-06]"
5,"[1.0241086e-15 4.8076171e-15 1.0285645e-14 5.8299676e-08 1.5215361e-13
 9.9999976e-01 1.2339303e-12 5.6428018e-15 3.9651071e-11 2.3014820e-07]"
9,"[4.0427217e-09 2.3398167e-11 3.1289271e-10 1.4191403e-08 4.0921496e-08
 5.6838711e-11 5.8987246e-11 1.4049463e-07 6.2724062e-08 9.9999964e-01]"
8,"[1.05804761e-08 5.13377174e-10 4.16711885e-07 2.59373792e-05
 4.53083373e-07 1.41010474e-07 1.07159295e-10 3.99778521e-08
 9.93627429e-01 6.34554774e-03]"
8,"[9.7927444e-10 1.7124331e-13 6.2755134e-10 2.3783628e-09 1.4765540e-12
 1.2563529e-10 6.6717687e-10 9.1642107e-14 1.0000000e+00 7.4450437e-09]"
3,"[8.1213320e-18 4.0145820e-10 1.7240718e-12 9.9999809e-01 2.9776146e-17
 1.8921056e-06 2.3021538e-15 4.9092883e-12 1.3717448e-12 2.7611811e-09]"
7,"[7.9887023e-08 6.5685583e-08 3.2843891e-05 1.6036788e-06 6.4854193e-09
 2.5099323e-09 2.4889976e-10 9.9990737e-01 2.9479894e-09 5.8051497e-05]"
6,"[1.25199149e-04 3.58598734e-10 1.34308555e-08 2.73063918e-08
 1.10054366e-08 2.46964861e-03 9.97375488e-01 3.72856954e-12
 2.94116471e-05 2.03160226e-07]"
0,"[1.0000000e+00 2.7601580e-14 2.5268693e-11 1.6185286e-12 5.1594631e-12
 9.3939353e-12 1.6757051e-10 1.9733291e-11 4.7707638e-10 9.6906805e-10]"
0,"[1.0000000e+00 2.8513950e-10 3.5368269e-10 2.9963847e-11 1.2845340e-09
 2.4771082e-10 1.6341160e-08 7.1307070e-12 4.8050458e-10 2.2893094e-09]"
3,"[3.3265052e-17 2.3229388e-10 5.0894033e-12 9.9999988e-01 4.2130625e-16
 1.0791646e-07 2.2024570e-15 4.1811322e-11 2.9638119e-13 1.7623178e-10]"
0,"[9.9999928e-01 1.4773052e-08 2.5878357e-08 4.7289976e-09 2.2369018e-10
 8.5488665e-08 4.1989477e-07 2.2399729e-09 9.3896482e-08 1.3101161e-08]"
2,"[2.8344209e-07 5.3803296e-07 9.9943048e-01 6.0381758e-06 9.2427554e-10
 7.2185863e-10 9.2766355e-09 4.3223079e-04 1.2858360e-04 1.8578156e-06]"
6,"[8.4621984e-01 2.7940555e-06 1.7280168e-05 5.2830841e-05 5.1015068e-04
 3.9726538e-03 1.4628735e-01 1.9535828e-06 2.3693414e-03 5.6581141e-04]"
6,"[9.3379668e-07 2.8894402e-12 1.9041449e-11 3.9600437e-10 3.5287054e-10
 9.8554599e-05 9.9990022e-01 3.8907296e-14 8.5037875e-08 1.4980553e-07]"
4,"[5.6980701e-07 2.5579124e-04 1.2441030e-06 1.9951496e-08 9.5813656e-01
 7.8916133e-07 1.0932336e-07 8.9259178e-05 1.1595740e-06 4.1514520e-02]"
9,"[9.3826159e-08 3.8415087e-07 9.2109385e-06 7.0563646e-04 2.4803273e-06
 4.9660983e-05 1.2112704e-10 8.7822343e-08 1.2453370e-05 9.9921989e-01]"
3,"[3.4432529e-13 2.4209440e-10 1.0732353e-09 9.5298415e-01 3.5303283e-14
 4.7015771e-02 3.7818772e-12 2.1816589e-09 3.4911832e-10 3.4447201e-08]"
3,"[9.0294527e-09 2.4845758e-05 3.2502267e-06 9.9369299e-01 4.1544732e-09
 6.1109834e-03 1.4389421e-08 2.6700766e-07 2.3834293e-06 1.6521628e-04]"
3,"[1.8804922e-17 2.0253743e-09 1.1687691e-10 1.0000000e+00 1.0156121e-15
 1.1101184e-09 2.0746591e-16 9.6574115e-10 3.3849043e-12 9.1825365e-09]"
2,"[4.04456646e-09 1.13587899e-04 9.99885440e-01 3.78871423e-09
 7.05736358e-10 3.26979763e-12 1.17061575e-07 7.85146028e-07
 2.08853068e-09 4.06209999e-09]"
3,"[1.62244661e-17 1.10262690e-13 1.45188115e-11 1.00000000e+00
 1.88607055e-21 5.16945410e-11 3.84353508e-17 5.52855525e-15
 5.43958765e-14 3.32738329e-12]"
9,"[7.4331014e-11 6.9960862e-14 3.0223456e-11 4.2020079e-10 2.6776351e-07
 3.1316064e-11 1.2170433e-11 1.7617618e-08 4.2540265e-08 9.9999976e-01]"
1,"[4.9096247e-08 9.9999976e-01 3.1707066e-09 4.4278619e-11 3.6256584e-08
 6.1777272e-09 1.1841677e-08 7.8289801e-08 8.1500913e-09 1.6267300e-08]"
2,"[3.9270446e-08 6.2355139e-06 9.9999225e-01 2.5046634e-10 1.4969041e-10
 4.6114883e-12 2.5782350e-08 1.4713729e-06 2.4989193e-09 1.2723491e-09]"
6,"[3.1318851e-07 2.2176566e-12 6.0956143e-11 3.1866246e-11 2.8646109e-12
 5.8790152e-05 9.9994075e-01 5.1057782e-15 7.6737194e-08 5.9970290e-10]"
8,"[8.4067901e-15 5.7010620e-18 1.1075507e-13 1.4457023e-11 6.7611038e-15
 3.1041552e-12 1.9669764e-13 7.4687329e-18 1.0000000e+00 3.5220490e-11]"
0,"[1.0000000e+00 2.4038611e-13 2.6305336e-10 6.8409209e-11 4.8853664e-12
 1.8414485e-10 9.5908375e-09 7.2942916e-13 1.4533400e-09 3.1919327e-09]"
5,"[5.7718302e-10 2.7493391e-10 5.1103505e-10 1.3055402e-05 3.7338466e-09
 9.9918944e-01 1.1928027e-07 2.5639565e-10 4.6070505e-07 7.9693628e-04]"
6,"[2.9977155e-08 8.6785402e-13 9.9506491e-15 9.0297758e-14 9.9614428e-10
 6.7888074e-08 9.9999988e-01 1.4212321e-15 3.4585108e-09 1.0661546e-11]"
6,"[9.6238978e-07 3.5471223e-11 7.8068090e-12 2.5340388e-10 1.3847572e-09
 2.7074886e-04 9.9972755e-01 1.0244682e-12 6.0203860e-07 7.5736089e-08]"
6,"[7.5627726e-10 9.2082197e-15 7.9788062e-17 9.5087823e-16 6.0060320e-12
 7.6749460e-09 1.0000000e+00 5.8555483e-18 4.6141632e-12 5.3921169e-12]"
3,"[6.2712236e-15 1.0261104e-08 3.9151655e-09 9.9999201e-01 5.1927442e-11
 2.5139597e-08 3.0222442e-13 3.0211888e-06 2.0110241e-08 4.9291079e-06]"
8,"[2.2770257e-09 1.2240516e-11 2.6799438e-07 5.7105604e-05 6.1213201e-11
 4.2787839e-08 1.5689068e-11 1.8742419e-09 9.9990904e-01 3.3487966e-05]"
8,"[8.5974809e-09 6.0283722e-13 1.9552461e-07 5.5641558e-10 1.0429777e-11
 7.6410198e-11 8.1739987e-10 2.0973865e-11 9.9999976e-01 2.5948292e-09]"
2,"[4.2898427e-09 9.4463793e-08 9.9999774e-01 2.9232361e-10 1.8378748e-11
 3.2206907e-14 1.8351960e-10 2.1467122e-06 9.2574254e-10 2.4777499e-10]"
7,"[4.6820002e-13 8.5607544e-06 1.3568676e-06 2.5271441e-04 3.2012244e-06
 1.4567965e-08 1.3817745e-11 9.9969518e-01 1.5463707e-09 3.8928294e-05]"
5,"[9.2027900e-14 2.7654066e-12 8.9397868e-13 2.1810980e-05 9.9379564e-14
 9.9997807e-01 9.3640795e-10 1.1442751e-13 1.7222191e-09 1.6172999e-07]"
8,"[1.5692088e-14 3.5419957e-15 2.3140273e-11 5.9601883e-09 6.7425080e-15
 2.1980786e-09 6.7653369e-11 4.3147665e-16 1.0000000e+00 4.7518330e-12]"
9,"[3.8510748e-07 4.4878107e-08 1.8968954e-07 3.4983289e-06 2.5454112e-06
 2.7570124e-07 1.0066168e-08 1.5280547e-04 7.8800991e-07 9.9983943e-01]"
6,"[1.1145850e-08 2.8030212e-13 5.9046100e-16 2.2926068e-14 1.3675696e-09
 2.3586313e-08 1.0000000e+00 1.0019053e-15 4.7703154e-11 9.2279483e-11]"
1,"[1.2396491e-07 9.9992132e-01 7.1447448e-07 4.8604370e-08 5.4436838e-05
 4.0667928e-07 3.9744709e-08 4.7317171e-06 5.9489025e-07 1.7685294e-05]"
8,"[4.1057366e-11 1.5144655e-12 6.4673700e-10 7.1136839e-07 7.1700229e-11
 2.4676217e-07 5.5268046e-10 1.6413415e-13 9.9999905e-01 4.8171497e-08]"
4,"[1.20739330e-11 1.11798194e-07 6.18709084e-10 1.41783585e-10
 9.99985099e-01 3.48163609e-10 1.11360321e-09 2.12697799e-07
 9.98346822e-11 1.45310241e-05]"
1,"[8.18590706e-08 9.99993443e-01 1.07484588e-07 1.19569430e-08
 4.39326186e-06 1.11028315e-08 6.35021147e-09 1.45323850e-06
 1.13401477e-07 4.75561279e-07]"
2,"[2.3454554e-12 3.8626904e-08 1.0000000e+00 6.0228555e-10 5.3937367e-14
 1.4301843e-15 1.3716592e-11 2.4632141e-10 1.6615377e-12 8.5981867e-13]"
5,"[6.0021751e-14 4.7423981e-11 5.5167817e-13 4.7232254e-07 1.6367540e-12
 9.9999952e-01 1.2725579e-08 1.9946230e-13 4.0208487e-10 2.7437832e-08]"
9,"[2.2131441e-07 1.3205076e-08 3.3942663e-07 9.3009020e-04 2.9238254e-07
 6.7264053e-05 1.5447385e-10 1.0997453e-08 1.6536764e-05 9.9898523e-01]"
1,"[7.5385181e-08 9.9999487e-01 1.0503527e-08 1.9058936e-12 2.6289374e-08
 7.6504442e-08 4.7830445e-06 2.4882636e-08 6.0262558e-08 5.7517378e-09]"
9,"[2.91058393e-11 1.06670326e-12 3.22988129e-11 5.88928351e-11
 1.11202834e-08 2.05514035e-12 3.71835429e-13 1.02638085e-08
 1.64055241e-08 1.00000000e+00]"
7,"[2.7695195e-08 3.3449292e-09 3.7396111e-07 8.7880288e-08 1.0508887e-11
 1.2859566e-10 2.2577087e-13 9.9999928e-01 6.8406288e-11 1.9486608e-07]"
5,"[1.04372104e-13 5.58061897e-14 9.20632656e-14 1.10877452e-09
 5.12360224e-11 9.99999881e-01 8.28600730e-12 2.12079377e-12
 4.23080193e-09 9.29464434e-08]"
4,"[3.3669678e-14 2.7281891e-10 9.3020400e-12 1.5828177e-13 1.0000000e+00
 4.9451904e-11 4.8723404e-11 8.3645437e-09 2.0499134e-09 4.4564821e-08]"
0,"[1.0000000e+00 5.4918686e-14 3.2928172e-12 9.7172617e-13 4.5931135e-13
 5.4726653e-12 4.3663573e-10 6.0208473e-13 4.4070855e-11 1.4434962e-10]"
8,"[8.4268211e-16 1.2808388e-14 3.2530475e-11 5.6568996e-11 3.8331457e-10
 2.1079880e-10 4.3996837e-12 3.0118625e-14 1.0000000e+00 3.0033983e-12]"
9,"[2.1825259e-09 1.7950655e-11 1.0542236e-09 8.5282368e-09 1.4424811e-06
 3.4453511e-09 3.6560366e-11 1.3511840e-07 2.6077519e-08 9.9999845e-01]"
9,"[1.4108871e-09 1.9268896e-11 2.4638502e-09 2.8661684e-09 1.1325257e-05
 1.8793876e-10 1.5001345e-10 7.3992709e-07 3.9970243e-04 9.9958831e-01]"
1,"[1.18856946e-07 9.99997854e-01 2.49545753e-08 5.60262114e-10
 4.49729072e-07 2.97536417e-07 3.45831296e-07 5.39939549e-07
 1.24697223e-07 2.84210842e-07]"
0,"[9.9999845e-01 1.4083566e-10 1.0594460e-06 5.3592014e-10 2.0185412e-07
 3.0034597e-10 1.6104890e-08 2.3766891e-10 1.2869869e-07 8.7553467e-08]"
5,"[8.0450444e-15 7.0112326e-15 5.1201858e-14 3.8990866e-08 5.1970486e-14
 1.0000000e+00 6.8183487e-10 2.1586975e-14 1.0483210e-11 3.8010626e-09]"
2,"[2.8951699e-09 9.8228679e-07 9.9987316e-01 1.1600666e-04 1.4892657e-09
 8.5102453e-11 3.4410514e-09 5.7884686e-06 2.2224888e-06 1.7757847e-06]"
3,"[4.8425043e-20 1.2761289e-12 2.0236634e-13 1.0000000e+00 1.1306493e-21
 7.1917389e-11 8.6766107e-19 1.7414564e-15 6.6777990e-15 1.1559823e-12]"
7,"[2.0351378e-10 8.1142719e-09 2.0542993e-07 3.8015759e-08 3.0169142e-10
 6.7536463e-12 2.0206417e-13 9.9999917e-01 7.4777198e-11 5.4023900e-07]"
8,"[8.6368972e-01 8.4177063e-06 3.0037756e-03 6.3924899e-04 1.9298328e-04
 1.1078071e-04 7.8994432e-04 6.3871357e-06 1.3037072e-01 1.1880327e-03]"
9,"[7.1256806e-11 1.7997805e-13 3.1029179e-12 2.7310562e-11 5.2564005e-08
 7.8416950e-13 1.6638083e-12 1.3871226e-09 1.9483677e-08 1.0000000e+00]"
4,"[2.2357149e-06 1.5665113e-04 8.0625596e-06 2.6027189e-08 9.9042600e-01
 7.4400299e-07 6.1449689e-05 3.2664004e-06 6.2665176e-03 3.0750688e-03]"
0,"[1.0000000e+00 8.2298404e-12 9.8383253e-11 1.7522176e-12 4.1661466e-13
 2.7973894e-11 2.4021474e-09 1.4129967e-11 2.3416760e-10 7.0856887e-10]"
6,"[6.3952513e-08 5.9589965e-11 4.3470045e-09 9.1672628e-11 3.5584563e-11
 3.9003271e-06 9.9999571e-01 2.5166287e-14 2.7887609e-07 1.2235489e-10]"
3,"[1.00585353e-15 9.76216441e-09 1.07369155e-10 1.00000000e+00
 4.43921683e-16 2.90709168e-09 2.56786085e-15 1.73365947e-10
 1.12092096e-12 7.03138259e-09]"
9,"[1.41289975e-11 9.68948517e-16 4.68524145e-13 1.34743670e-12
 8.80429951e-10 3.49792894e-14 1.55905725e-13 1.38900183e-10
 4.35002312e-10 1.00000000e+00]"
5,"[5.1989272e-12 1.4714358e-10 4.8618570e-12 1.3519605e-07 3.7740325e-11
 9.9999416e-01 6.1631512e-11 4.5641892e-13 3.1605527e-08 5.6424092e-06]"
2,"[1.3668714e-12 2.4846184e-13 1.0000000e+00 5.6890281e-10 2.9657165e-14
 1.6101424e-14 2.5743923e-12 1.3137198e-09 4.4047072e-11 1.0444924e-12]"
1,"[5.5440688e-07 9.9993217e-01 5.6969299e-07 1.3379272e-07 1.9105544e-05
 1.4761233e-06 9.6251924e-08 1.9004723e-05 3.8524408e-06 2.2972548e-05]"
3,"[1.1556761e-19 6.0204175e-11 3.6181978e-12 1.0000000e+00 9.7335563e-19
 1.1040148e-11 2.7835465e-18 1.7241497e-13 5.8146066e-13 3.3293929e-10]"
1,"[4.8997539e-09 1.0000000e+00 1.0270795e-09 1.5995156e-13 2.1060842e-09
 3.6950802e-09 2.5099457e-08 1.0878357e-08 4.3799639e-09 1.2054359e-09]"
3,"[3.8569730e-15 1.9154969e-08 7.0353443e-09 9.9999869e-01 7.6870357e-13
 1.2886237e-06 6.3136176e-12 2.8506900e-10 9.6642916e-10 4.4958495e-09]"
6,"[6.3095490e-10 1.9603950e-13 2.9324487e-11 1.4726059e-14 7.1654600e-15
 3.1120464e-07 9.9999964e-01 6.5525245e-18 3.1497962e-09 1.2338383e-12]"
5,"[7.9925216e-12 2.2636279e-12 3.3739365e-11 4.9317889e-05 2.2536493e-13
 9.9995065e-01 2.5311983e-10 4.9610606e-12 1.5637902e-09 4.2198206e-08]"
7,"[7.64392337e-16 1.23393846e-07 1.14705634e-10 1.20825166e-06
 1.30992532e-07 4.20838711e-11 3.52291303e-14 9.99995112e-01
 5.14984236e-12 3.41308623e-06]"
4,"[1.9885137e-08 2.7745348e-04 5.8567224e-07 1.4335974e-09 9.9934429e-01
 2.2745455e-06 2.0360749e-05 7.3010244e-07 3.4915749e-04 5.1583779e-06]"
2,"[7.26806559e-10 1.49642915e-07 9.99999523e-01 1.10740766e-11
 1.31713071e-10 2.15219976e-15 1.51045218e-10 3.25147425e-07
 2.13645476e-10 6.62594646e-10]"
2,"[1.04068665e-08 4.66519943e-08 9.99992609e-01 2.98737132e-06
 1.87874286e-06 1.46618684e-09 4.54323335e-09 1.25537599e-06
 6.83370502e-07 5.16482430e-07]"
6,"[2.4315048e-07 1.8608786e-12 6.3753752e-15 2.4541342e-13 5.2020863e-07
 4.7912074e-09 9.9999928e-01 2.1532760e-14 1.5145107e-10 8.1120133e-09]"
3,"[1.2331073e-15 2.1226707e-09 1.8530796e-09 9.9999976e-01 4.8190381e-15
 2.6560576e-07 2.1840036e-12 1.7227747e-10 5.7021499e-10 4.6655085e-08]"
2,"[1.19951979e-10 9.20880316e-10 9.99999762e-01 1.11211342e-07
 3.65816349e-10 4.33746124e-14 1.14738774e-10 9.72256800e-08
 1.10211384e-09 1.90470293e-13]"
6,"[2.9173352e-08 2.0153075e-10 1.4825618e-12 7.4728261e-13 5.1093515e-08
 6.0803877e-08 9.9999976e-01 8.1420832e-14 7.4776707e-10 8.2067075e-11]"
5,"[3.6903777e-15 3.0564574e-14 1.7675692e-14 6.7453101e-08 2.0630114e-15
 9.9999988e-01 1.1285068e-11 1.9484115e-16 1.5743114e-10 4.3192943e-09]"
4,"[1.0367138e-08 3.9271434e-04 2.7209152e-08 3.9785726e-09 9.9956101e-01
 1.1110320e-07 1.1136209e-06 4.4908529e-07 1.8625254e-06 4.2532778e-05]"
8,"[5.3855875e-09 2.1316890e-10 8.1202538e-09 4.5989434e-09 2.4870557e-09
 1.3163915e-08 1.3924035e-08 7.7947593e-11 9.9999988e-01 7.5441513e-08]"
9,"[4.1809944e-08 8.8681444e-09 4.9002202e-09 6.5077828e-08 1.2573987e-05
 4.2226023e-09 1.3562024e-09 6.8419475e-08 8.4126741e-06 9.9997878e-01]"
7,"[1.9687555e-12 8.6139131e-08 1.4955282e-06 5.5137511e-06 5.5457167e-07
 7.3226026e-12 1.7800682e-12 9.9997091e-01 1.7417898e-09 2.1506556e-05]"
1,"[1.37176248e-09 9.99999881e-01 2.07804840e-09 1.56055060e-13
 3.81285616e-08 3.23135261e-08 2.12344431e-09 1.58227465e-07
 1.29725395e-08 1.48476937e-08]"
3,"[1.5520122e-15 2.1719801e-10 6.1443056e-10 1.0000000e+00 3.0114917e-16
 3.3368536e-08 4.7604278e-14 1.2484415e-10 2.1756276e-11 8.2234393e-12]"
0,"[1.0000000e+00 1.0737446e-14 4.3437589e-12 2.0345860e-12 2.4971228e-13
 1.8886925e-12 2.4255528e-10 2.6283340e-12 2.5955302e-11 3.0365394e-10]"
3,"[2.6349411e-14 4.4991912e-09 7.2583252e-11 9.9999976e-01 2.6877899e-16
 1.8565521e-07 1.7761429e-14 2.8284302e-12 1.5975747e-11 1.3320858e-09]"
8,"[1.00759493e-07 2.48447773e-11 2.75047949e-08 2.67441883e-05
 2.00311767e-09 1.04842775e-05 3.34138472e-09 9.13208051e-11
 9.99938488e-01 2.41515700e-05]"
3,"[2.2707524e-12 7.5121385e-09 3.6823995e-09 9.9993646e-01 1.2437412e-11
 6.2875792e-05 5.0173593e-10 3.6928679e-08 3.9989708e-08 5.8927475e-07]"
1,"[1.3786867e-08 9.9999702e-01 4.7677227e-09 1.5029112e-09 2.2547831e-06
 1.2785685e-07 5.0559414e-08 9.8723348e-08 8.0236411e-08 3.9576014e-07]"
9,"[7.04691638e-09 2.68310679e-10 6.64353961e-10 3.01215025e-10
 3.44536488e-06 3.77411262e-11 1.05717254e-10 5.64181164e-08
 3.18383684e-07 9.99996185e-01]"
3,"[3.6486659e-14 6.9172370e-09 1.2264499e-09 1.0000000e+00 6.4005519e-15
 1.4117678e-08 1.3151794e-12 3.6563003e-11 8.5993435e-11 8.4437568e-10]"
4,"[3.0715128e-10 8.4368823e-10 4.6905779e-10 5.2578567e-11 9.9971205e-01
 1.8634915e-11 2.6850355e-11 1.9630153e-09 1.1681273e-10 2.8790510e-04]"
4,"[3.2831900e-16 1.8365859e-11 2.6319058e-12 6.8496471e-17 1.0000000e+00
 8.0159309e-14 2.6670291e-14 1.8127637e-11 3.5099403e-13 7.5706412e-13]"
6,"[1.0703194e-09 3.8400335e-11 2.2048230e-10 3.0373686e-11 1.5367503e-10
 2.8153497e-06 9.9999714e-01 3.2229011e-14 3.4869252e-08 4.1128691e-11]"
4,"[2.4365743e-10 8.5770772e-08 1.5192020e-09 1.7876254e-12 9.9999976e-01
 2.3054768e-10 2.1832562e-10 1.2475616e-08 8.0306828e-10 9.5182365e-08]"
2,"[3.19039060e-07 1.00464604e-07 9.99998331e-01 5.57266566e-10
 4.71364614e-10 3.93319790e-13 2.33919595e-09 1.26601265e-06
 1.20984538e-08 6.75158707e-10]"
1,"[2.3885192e-08 9.9999976e-01 3.6079892e-09 8.2231909e-11 9.2919493e-08
 5.8065046e-09 2.1509850e-08 8.8239766e-08 1.0249525e-08 1.9800916e-08]"
8,"[4.3988826e-10 1.5937487e-12 1.9137357e-08 2.3623162e-10 4.9012443e-11
 5.1458371e-10 5.9520516e-10 1.6888903e-13 1.0000000e+00 5.6695731e-10]"
2,"[1.6019582e-09 2.2521964e-09 9.9999797e-01 2.7511325e-07 3.8539745e-09
 2.2495183e-12 1.9982938e-10 1.7908986e-06 5.3442575e-09 1.9637927e-10]"
5,"[8.5888334e-14 7.2924753e-14 6.4744993e-12 4.5163898e-07 6.5047190e-14
 9.9999940e-01 1.8477476e-11 1.7375454e-13 1.7536660e-10 1.1588765e-07]"
4,"[2.4851776e-13 8.2928941e-10 3.5425807e-13 1.2683601e-14 1.0000000e+00
 1.3121232e-11 6.3430411e-12 5.2169991e-11 2.3270753e-11 3.3548243e-08]"
8,"[1.9163372e-07 3.6248707e-08 4.8442294e-06 1.8547316e-05 3.4563204e-06
 6.0169777e-04 1.2928600e-04 1.0624642e-07 9.9863905e-01 6.0273899e-04]"
8,"[8.8724628e-09 5.9678000e-09 3.9880611e-05 2.1758705e-04 1.1564789e-08
 1.2091056e-05 7.2867060e-08 3.3201846e-07 9.9953306e-01 1.9697715e-04]"
4,"[1.8003735e-09 2.0667201e-06 1.9221741e-06 1.4509026e-08 9.9992120e-01
 3.3932821e-07 1.5647760e-06 7.2226248e-05 4.9835938e-07 1.9767693e-07]"
0,"[1.0000000e+00 1.2309576e-11 3.7456296e-10 2.6315507e-11 2.0037229e-12
 1.7021804e-11 1.6002605e-09 1.0776848e-09 3.1252720e-10 1.1618268e-08]"
0,"[1.0000000e+00 2.6637448e-14 2.3449099e-12 2.4325568e-11 2.4164870e-11
 5.8319842e-11 4.7505694e-10 2.3863233e-13 3.8147877e-10 6.1848704e-10]"
2,"[9.0261848e-10 3.5417899e-05 9.9995291e-01 3.9403581e-06 3.2479303e-10
 1.5372590e-11 1.5333134e-09 6.4391384e-06 2.3654222e-08 1.2341682e-06]"
3,"[6.7552942e-17 8.0274654e-10 1.3592748e-11 9.9999964e-01 7.5143125e-14
 3.4832800e-07 3.9612377e-14 2.7680497e-10 3.4219563e-12 7.1180914e-09]"
2,"[3.2282677e-11 6.6675853e-13 1.0000000e+00 9.1547658e-09 1.6025807e-14
 8.9347278e-14 3.4358402e-13 4.0266781e-09 3.0725583e-12 9.0302420e-14]"
7,"[2.1716743e-12 1.2574144e-06 1.1239435e-06 9.4773204e-06 2.3434435e-05
 1.1313993e-10 4.6570452e-11 9.9735558e-01 2.3192523e-08 2.6089617e-03]"
7,"[7.0458070e-11 2.4564897e-05 8.5597509e-05 7.6403330e-06 6.2362392e-06
 5.4912058e-11 1.4536570e-11 9.8846263e-01 3.5144626e-07 1.1413045e-02]"
0,"[9.9990690e-01 1.1734257e-08 3.5276926e-10 5.5713432e-08 2.6764427e-10
 5.5727178e-05 3.4995977e-05 3.1931199e-10 2.1598976e-06 1.1570964e-07]"
8,"[2.7060767e-13 2.6003174e-11 1.0798641e-09 1.5279745e-07 1.7533649e-08
 4.5355973e-05 5.2079883e-09 1.1344457e-12 9.9995446e-01 1.2270825e-08]"
7,"[9.3551998e-12 2.1588974e-07 7.8228950e-06 3.6982385e-08 1.0598506e-07
 9.8110735e-11 4.0654969e-11 9.9999177e-01 5.9605485e-09 4.1550450e-08]"
